"name","artists","duration_ms","release_date","year","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","valence","mode","key","popularity","explicit","count"
"Étude in C-Sharp Minor, Op. 10, No. 4","['Frédéric Chopin', 'Vladimir Horowitz']","127307","1928","1928","0.988","0.221","0.304","0.901","0.112","-18.909","0.032","169.587","0.443","0","1","0","0","2"
"Étude in C-Sharp Minor, Op. 25, No. 7","['Frédéric Chopin', 'Vladimir Horowitz']","328267","1928","1928","0.992","0.244","0.00793","0.934","0.0878","-32.492","0.034","93.048","0.0691","0","1","0","0","2"
"Etude In C-Sharp Minor, Op. 42 No. 5","['Alexander Scriabin', 'Vladimir Horowitz']","188707","1928","1928","0.992","0.216","0.374","0.89","0.788","-17.351","0.041","78.017","0.0755","0","1","0","0","2"
"Etude in D-Sharp Minor, Op. 8, No. 12","['Alexander Scriabin', 'Vladimir Horowitz']","195813","1928","1928","0.991","0.303","0.454","0.851","0.938","-17.196","0.0651","92.607","0.185","0","8","0","0","2"
"Étude in E Major, Op. 10, No. 3 ""Tristesse""","['Frédéric Chopin', 'Vladimir Horowitz']","249867","1928","1928","0.994","0.35","0.143","0.871","0.105","-17.487","0.0384","111.163","0.103","1","4","0","0","2"
"Etude in F, Op. 72, No. 6","['Moritz Moszkowski', 'Vladimir Horowitz']","78440","1928","1928","0.993","0.36","0.126","0.915","0.243","-26.631","0.0341","141.558","0.771","1","5","0","0","2"
"Etude No. 2 in E-Flat Major, S. 140/2 (after Paganini Caprice No. 17)","['Franz Liszt', 'Vladimir Horowitz']","190333","1928","1928","0.975","0.502","0.188","0.0386","0.173","-19.898","0.0413","110.596","0.374","1","3","0","0","2"
"Evil","['Stevie Wonder']","213707","3/3/72","1972","0.695","0.227","0.395","0.000719","0.0954","-11.158","0.032","143.686","0.116","1","5","32","0","2"
"Fanfare for a New Theatre","['Igor Stravinsky', 'Robert Heinrich', 'Robert Nagel']","33467","1948","1948","0.947","0.507","0.284","0.893","0.576","-19.222","0.138","173.766","0.564","0","0","0","0","2"
"Fantasiestücke, Op. 111: Con forza, assai marcato","['Robert Schumann', 'Vladimir Horowitz']","212000","1928","1928","0.994","0.381","0.0338","0.927","0.158","-23.149","0.0369","76.431","0.116","0","0","0","0","2"
"Fantasiestücke, Op. 111: Molto vivace ed appassionatamente","['Robert Schumann', 'Vladimir Horowitz']","141867","1928","1928","0.995","0.357","0.172","0.861","0.139","-18.763","0.0291","87.501","0.132","0","5","0","0","2"
"Fantasiestücke, Op. 111: Più tosto lento","['Robert Schumann', 'Vladimir Horowitz']","282133","1928","1928","0.994","0.379","0.0135","0.901","0.0763","-28.454","0.0462","83.972","0.0767","1","8","0","0","2"
"Fireworks, Op. 4","['Igor Stravinsky', 'New York Philharmonic']","235027","1948","1948","0.857","0.363","0.388","0.255","0.461","-14.815","0.0652","129.367","0.0769","0","4","0","0","3"
"Four Norwegian Moods: I. Intrada","['Igor Stravinsky', 'New York Philharmonic']","143067","1948","1948","0.968","0.63","0.214","0.05","0.12","-18.317","0.0428","111.8","0.434","1","10","0","0","3"
"Four Norwegian Moods: II. Song","['Igor Stravinsky', 'New York Philharmonic']","133000","1948","1948","0.847","0.145","0.141","0.611","0.111","-24.509","0.0423","151.79","0.231","1","0","0","0","3"
"Four Norwegian Moods: III. Wedding Dance","['Igor Stravinsky', 'New York Philharmonic']","67200","1948","1948","0.835","0.48","0.495","0.00852","0.554","-9.547","0.0988","69.148","0.819","1","0","0","0","3"
"Four Norwegian Moods: IV. Cortège","['Igor Stravinsky', 'New York Philharmonic']","138773","1948","1948","0.932","0.31","0.151","0.0025","0.132","-18.292","0.0397","178.857","0.453","1","7","0","0","3"
"Four Russian Peasant Songs ""Saucers"" - For Equal Voices with Four Horns: I. On Saints' Days in Chigisakh - Revised 1954 version","['Igor Stravinsky']","81667","1948","1948","0.994","0.666","0.113","1.35e-05","0.0979","-17.865","0.0357","98.673","0.687","0","9","0","0","2"
"Four Russian Peasant Songs ""Saucers"" - For Equal Voices with Four Horns: II. Ovsen - Revised 1954 version","['Igor Stravinsky']","44600","1948","1948","0.994","0.698","0.11","0.278","0.181","-20.665","0.0638","93.135","0.413","1","6","0","0","2"
"Four Russian Peasant Songs ""Saucers"" - For Equal Voices with Four Horns: III. The Pike - Revised 1954 version","['Igor Stravinsky']","57933","1948","1948","0.986","0.635","0.0702","3.62e-05","0.114","-18.189","0.0495","97.878","0.605","0","11","0","0","2"
"Four Russian Peasant Songs ""Saucers"" - For Equal Voices with Four Horns: IV. Master Portly - Revised 1954 version","['Igor Stravinsky']","65267","1948","1948","0.993","0.489","0.171","1.27e-06","0.135","-15.951","0.0518","97.392","0.328","1","3","0","0","2"
"Four Russian Songs for Voice, Flute, Harp and Guitar: I. The Drake","['Igor Stravinsky', 'Adrienne Albert', 'Robert Craft']","76840","1948","1948","0.986","0.519","0.107","0.000985","0.12","-18.323","0.0651","105.089","0.545","0","0","0","0","2"
"Four Russian Songs for Voice, Flute, Harp and Guitar: II. A Russian Spiritual","['Igor Stravinsky', 'Adrienne Albert', 'Robert Craft']","104667","1948","1948","0.984","0.409","0.0691","0.00156","0.296","-21.237","0.0457","77.595","0.425","1","9","0","0","2"
"Four Russian Songs for Voice, Flute, Harp and Guitar: III. Geese and Swans","['Igor Stravinsky', 'Adrienne Albert', 'Robert Craft']","35467","1948","1948","0.971","0.781","0.127","0","0.146","-17.82","0.0736","123.656","0.838","1","8","0","0","2"
"Four Russian Songs for Voice, Flute, Harp and Guitar: IV. Tilim-bom","['Igor Stravinsky', 'Adrienne Albert', 'Robert Craft']","64600","1948","1948","0.895","0.81","0.247","1.99e-06","0.15","-13.833","0.0533","124.985","0.966","0","9","0","0","2"
"Four Sticks - 2012 Remaster","['Led Zeppelin']","285227","11/8/71","1971","0.174","0.507","0.837","0.814","0.0906","-10.465","0.0624","107.013","0.318","1","2","45","0","2"
"From Border to Border from Quiet Flows the Don","['Ivan Dzerzhinsky', 'Paul Robeson Jr.', 'Lawrence Brown']","144693","1942","1942","0.994","0.655","0.0804","0.000545","0.125","-16.109","0.0382","107.533","0.319","0","10","0","0","2"
"Give Me Your Love (Love Song)","['Curtis Mayfield']","260333","7/1/72","1972","0.128","0.591","0.637","0.0195","0.0989","-9.102","0.0887","172.452","0.962","0","5","26","0","2"
"Glow Reefer Glow","['Cellular Project']","295729","1930","1930","0.122","0.411","0.66","0.416","0.39","-6.923","0.0513","116.356","0.381","0","2","0","0","2"
"Go To The Mirror!","['The Who']","227627","5/23/69","1969","0.157","0.347","0.586","0","0.286","-8.057","0.0358","208.651","0.495","1","4","32","0","2"
"Grande Polonaise in E-Flat Major, Op. 22","['Frédéric Chopin', 'Vladimir Horowitz']","490587","1928","1928","0.989","0.406","0.217","0.893","0.13","-19.393","0.0313","109.475","0.427","1","3","0","0","2"
"Hard Day - Remastered","['George Michael']","288067","10/30/87","1987","0.000573","0.748","0.564","0.3","0.0554","-11.041","0.074","95.511","0.212","0","10","33","0","2"
"Heaven","['Bryan Adams']","243533","6/12/20","2020","0.0291","0.377","0.598","0","0.177","-7.136","0.0271","140.053","0.366","0","9","1","0","2"
"Humoreske, Op. 20: Einfach","['Robert Schumann', 'Vladimir Horowitz']","118093","1928","1928","0.995","0.319","0.00217","0.937","0.0791","-36.905","0.0412","78.505","0.229","1","10","0","0","2"
"Humoreske, Op. 20: Einfach und zart","['Robert Schumann', 'Vladimir Horowitz']","111533","1928","1928","0.994","0.525","0.0332","0.885","0.103","-24.533","0.045","93.097","0.168","0","7","0","0","2"
"Humoreske, Op. 20: Hastig","['Robert Schumann', 'Vladimir Horowitz']","102960","1928","1928","0.991","0.286","0.109","0.911","0.148","-19.549","0.0336","82.44","0.301","1","10","0","0","2"
"Humoreske, Op. 20: Innig","['Robert Schumann', 'Vladimir Horowitz']","158973","1928","1928","0.992","0.468","0.0184","0.912","0.103","-27.785","0.0447","59.38","0.235","1","10","0","0","2"
"Humoreske, Op. 20: Intermezzo","['Robert Schumann', 'Vladimir Horowitz']","163800","1928","1928","0.989","0.368","0.124","0.892","0.105","-21.742","0.0371","128.418","0.266","0","0","0","0","2"
"Humoreske, Op. 20: Mit einigem Pomp","['Robert Schumann', 'Vladimir Horowitz']","88067","1928","1928","0.98","0.456","0.122","0.911","0.139","-18.415","0.0798","99.485","0.16","1","3","0","0","2"
"Humoreske, Op. 20: Nach und nach immer lebhafter und stärker","['Robert Schumann', 'Vladimir Horowitz']","128200","1928","1928","0.989","0.356","0.0893","0.901","0.0941","-20.655","0.0633","74.932","0.101","0","7","0","0","2"
"Humoreske, Op. 20: Noch rascher","['Robert Schumann', 'Vladimir Horowitz']","182533","1928","1928","0.991","0.375","0.0779","0.918","0.124","-23.081","0.0398","79.756","0.24","1","10","0","0","2"
"Humoreske, Op. 20: Sehr lebhaft","['Robert Schumann', 'Vladimir Horowitz']","111427","1928","1928","0.99","0.37","0.172","0.92","0.367","-20.466","0.0351","72.614","0.371","1","10","0","0","2"
"Humoreske, Op. 20: Sehr rasch und leicht","['Robert Schumann', 'Vladimir Horowitz']","54307","1928","1928","0.993","0.345","0.0538","0.939","0.118","-24.492","0.0383","131.085","0.798","1","3","0","0","2"
"Humoreske, Op. 20: Zum Beschluß","['Robert Schumann', 'Vladimir Horowitz']","310733","1928","1928","0.992","0.452","0.0558","0.851","0.0967","-23.312","0.0528","121.946","0.175","1","10","0","0","2"
"Hungarian Rhapsody No. 6 in D-Flat Major, S. 244","['Franz Liszt', 'Vladimir Horowitz']","413067","1928","1928","0.984","0.402","0.341","0.823","0.167","-13.807","0.0394","114.727","0.16","1","1","0","0","2"
"Hungarian Rhapsody No.11 in A Minor, S. 244/11","['Franz Liszt', 'William Kapell']","311507","1945","1945","0.985","0.312","0.198","0.887","0.0589","-16.666","0.0428","90.288","0.0904","1","9","0","0","2"
"I Could Never Be Ashamed of You","['Johnny Cash']","133864","1960","1960","0.911","0.545","0.524","2.36e-05","0.139","-8.189","0.0284","136.145","0.816","1","10","10","0","2"
"I Still Suits Me (Bonus Track)","['Jerome Kern', 'Paul Robeson', 'Emanuel Balaban', 'Columbia Concert Orchestra']","152507","1942","1942","0.944","0.39","0.146","0.00209","0.146","-16.824","0.0342","101.514","0.5","1","8","0","0","2"
"Impromptu No. 1 in A-Flat Major, Op. 29","['Frédéric Chopin', 'Vladimir Horowitz']","229493","1928","1928","0.993","0.351","0.0592","0.955","0.202","-19.975","0.0379","43.257","0.232","0","5","0","0","2"
"Impromptu No. 5, Op. 102","['Gabriel Fauré', 'Vladimir Horowitz']","124400","1928","1928","0.992","0.409","0.226","0.918","0.114","-16.566","0.0301","84.501","0.165","1","2","0","0","2"
"In Bloom - Nevermind Version","['Nirvana']","255080","9/26/91","1991","3.33e-05","0.436","0.876","0.000104","0.205","-4.902","0.0647","157.044","0.512","0","10","32","0","2"
"Interview with William Kapell","['William Kapell']","1325093","1945","1945","0.913","0.704","0.223","0","0.326","-24.48","0.935","112.485","0.403","0","2","0","0","2"
"Into the Mystic - Take 11","['Van Morrison']","244760","1970-02","1970","0.673","0.625","0.434","0.00979","0.377","-15.223","0.0369","84.842","0.629","1","3","24","0","2"
"It Ain't Necessarily So","['George Gershwin', 'Paul Robeson Jr.']","155160","1942","1942","0.953","0.297","0.134","0.00265","0.137","-15.198","0.0346","177.823","0.398","1","0","0","0","2"
"IV. Rondeau Allegro from Serenade in D Major, KV 250 ""Haffner""","['Wolfgang Amadeus Mozart', 'Isaac Stern']","400133","1949","1949","0.977","0.42","0.262","0.133","0.271","-17.68","0.0475","154.091","0.405","1","7","0","0","2"
"Joe Hill","['Earl Robinson', 'Paul Robeson Jr.', 'Lawrence Brown']","159133","1942","1942","0.983","0.435","0.0378","0.000211","0.103","-19.558","0.0406","137.049","0.412","1","8","0","0","2"
"John Henry","['Traditional', 'Paul Robeson Jr.', 'Lawrence Brown']","147333","1942","1942","0.984","0.47","0.0772","0.00631","0.114","-17.785","0.0352","92.363","0.372","1","8","0","0","2"
"Junkie Chase - Instrumental","['Curtis Mayfield']","100533","7/1/72","1972","0.186","0.588","0.855","0.868","0.0653","-7.094","0.177","132.131","0.857","1","1","21","0","2"
"Kanoun na anthisoun ta klaria","['Dimitris Arapakis']","195000","1/1/40","1940","0.984","0.372","0.468","0.639","0.74","-10.84","0.143","83.595","0.23","1","4","0","0","2"
"Karotseris","['ANTONIS NTALGKAS']","193000","1/1/30","1930","0.963","0.606","0.478","0.341","0.0637","-8.272","0.0588","100.048","0.89","1","6","0","0","2"
"Kinderszenen, Op. 15: I. Von fremden Ländern und Menschen","['Robert Schumann', 'Vladimir Horowitz']","88893","1928","1928","0.996","0.418","0.00843","0.859","0.118","-30.115","0.0442","72.44","0.216","1","7","0","0","2"
"Kinderszenen, Op. 15: II. Kuriose Geschichte","['Robert Schumann', 'Vladimir Horowitz']","67933","1928","1928","0.995","0.443","0.128","0.893","0.175","-18.556","0.064","134.196","0.321","1","2","0","0","2"
"Kinderszenen, Op. 15: III. Haschemann","['Robert Schumann', 'Vladimir Horowitz']","34133","1928","1928","0.987","0.364","0.193","0.898","0.201","-16.033","0.0479","97.618","0.781","1","7","0","0","2"
"Kinderszenen, Op. 15: IV. Bittendes Kind","['Robert Schumann', 'Vladimir Horowitz']","56507","1928","1928","0.996","0.386","0.0076","0.883","0.14","-30.032","0.0422","76.125","0.609","1","2","0","0","2"
"Kinderszenen, Op. 15: IX. Ritter von Steckenpferd","['Robert Schumann', 'Vladimir Horowitz']","36560","1928","1928","0.986","0.292","0.451","0.855","0.219","-9.554","0.0336","82.984","0.759","1","0","0","0","2"
"Kinderszenen, Op. 15: V. Glückes genug","['Robert Schumann', 'Vladimir Horowitz']","46267","1928","1928","0.995","0.337","0.294","0.891","0.106","-16.319","0.047","83.382","0.22","1","2","0","0","2"
"Kinderszenen, Op. 15: VI. Wichtige Begebenheit","['Robert Schumann', 'Vladimir Horowitz']","45560","1928","1928","0.995","0.419","0.421","0.84","0.293","-13.859","0.047","142.197","0.323","1","9","0","0","2"
"Kinderszenen, Op. 15: VII. Träumerei","['Robert Schumann', 'Vladimir Horowitz']","168000","1928","1928","0.995","0.411","0.0105","0.939","0.0737","-29.375","0.0617","80.088","0.332","1","5","0","0","2"
"Kinderszenen, Op. 15: VIII. Am Kamin","['Robert Schumann', 'Vladimir Horowitz']","66773","1928","1928","0.995","0.32","0.125","0.955","0.106","-18.095","0.0338","103.201","0.554","1","5","0","0","2"
"Kinderszenen, Op. 15: X. Fast zu ernst","['Robert Schumann', 'Vladimir Horowitz']","99667","1928","1928","0.995","0.411","0.0228","0.936","0.109","-25.675","0.0511","87.272","0.212","1","11","0","0","2"
"Kinderszenen, Op. 15: XI. Fürchtenmachen","['Robert Schumann', 'Vladimir Horowitz']","97040","1928","1928","0.994","0.374","0.0337","0.903","0.116","-22.273","0.0417","62.233","0.279","1","7","0","0","2"
"Kinderszenen, Op. 15: XII. Kind im Einschlummern","['Robert Schumann', 'Vladimir Horowitz']","85493","1928","1928","0.994","0.289","0.0169","0.889","0.101","-29.586","0.04","73.601","0.208","0","4","0","0","2"
"Kinderszenen, Op. 15: XIII. Der Dichter spricht","['Robert Schumann', 'Vladimir Horowitz']","127373","1928","1928","0.995","0.343","0.00267","0.924","0.108","-28.001","0.0818","67.078","0.235","1","7","0","0","2"
"L'Oiseau de feu: Apparition de l'Oiseau de feu - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","35800","1948","1948","0.953","0.287","0.323","0.936","0.417","-22.693","0.0454","142.44","0.104","1","0","0","0","2"
"L'Oiseau de feu: Apparition de l'Oiseau de feu, poursuivi par Ivan Tsarévitch - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","137227","1948","1948","0.966","0.125","0.0927","0.559","0.485","-22.326","0.0355","70.696","0.0356","1","1","0","0","2"
"L'Oiseau de feu: Apparition des treize princesses enchantées - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","144267","1948","1948","0.97","0.124","0.0195","0.222","0.451","-31.031","0.0465","81.36","0.0378","0","5","0","0","2"
"L'Oiseau de feu: Arrivée de Kachtchei L'Immortel - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","72627","1948","1948","0.885","0.182","0.0331","0.818","0.656","-25.661","0.0381","108.84","0.0376","1","10","0","0","2"
"L'Oiseau de feu: Berceuse (L'Oiseau de feu) - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","152227","1948","1948","0.936","0.0825","0.0122","0.916","0.111","-30.861","0.0442","170.37","0.038","0","1","0","0","2"
"L'Oiseau de feu: Brusque apparition d'Ivan Tsarévitch - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","61267","1948","1948","0.986","0.155","0.00255","0.0771","0.2","-37.604","0.0475","134.769","0.401","1","10","0","0","2"
"L'Oiseau de feu: Capture de l'Oiseau de feu par Ivan Tsarévitch - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","61267","1948","1948","0.978","0.392","0.34","0.935","0.233","-23.658","0.0646","107.368","0.0765","1","9","0","0","2"
"L'Oiseau de feu: Carillon féerique, apparition des monstres-gardiens de Kachtchei et capture d'Ivan Tsarévitch - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","84107","1948","1948","0.925","0.38","0.615","0.802","0.471","-12.531","0.0404","102.502","0.145","0","7","0","0","2"
"L'Oiseau de feu: Danse de l'Oiseau de feu - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","86373","1948","1948","0.95","0.39","0.328","0.132","0.887","-20.545","0.0382","104.862","0.268","0","8","0","0","2"
"L'Oiseau de feu: Danse de la suite de Kachtchei, enchantée par l'Oiseau de feu - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","49133","1948","1948","0.936","0.381","0.278","0.92","0.86","-17.919","0.0461","136.861","0.283","1","9","0","0","2"
"L'Oiseau de feu: Dialogue de Kachtchei avec Ivan Tsarévitch - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","63373","1948","1948","0.951","0","0.126","0.689","0.608","-16.26","0","0","0","1","8","0","0","2"
"L'Oiseau de feu: Disparition du palais et des sortilèges de Kachtchei, animation des chevaliers pétrifiés, allégresse générale - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","169333","1948","1948","0.922","0.234","0.183","0.909","0.0547","-13.016","0.0302","88.127","0.0798","1","4","0","0","2"
"L'Oiseau de feu: Intercession des princesses - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","60693","1948","1948","0.928","0.256","0.141","0.121","0.757","-19.781","0.0529","101.454","0.0338","0","4","0","0","2"
"L'Oiseau de feu: Jeu des princesses avec les pommes d'or (Scherzo) - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","143200","1948","1948","0.962","0.298","0.216","0.665","0.21","-24.465","0.0429","173.926","0.238","1","2","0","0","2"
"L'Oiseau de feu: Khorovod: Ronde des princesses - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","239573","1948","1948","0.951","0.13","0.0204","0.941","0.107","-31.388","0.0398","86.843","0.0361","1","11","0","0","2"
"L'Oiseau de feu: Le Jardin enchanté de Kachtchei - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","96173","1948","1948","0.613","0.08","0.0569","0.836","0.206","-35.066","0.0392","81.465","0.0363","0","10","0","0","2"
"L'Oiseau de feu: Lever du jour - Ivan Tsarévitch pénètre dans le palais de Kachtchei - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","95293","1948","1948","0.962","0.193","0.0828","0.855","0.474","-24.545","0.0379","88.177","0.0398","1","10","0","0","2"
"L'Oiseau de feu: Mort de Kachtchei - Profonds ténèbres - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","80507","1948","1948","0.394","0.152","0.0168","0.961","0.456","-40.484","0.0363","135.209","0.04","0","8","0","0","2"
"L'Oiseau de feu: Réveil de Kachtchei - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","67333","1948","1948","0.969","0.169","0.0755","0.0263","0.582","-19.024","0.0435","170.98","0.0325","0","7","0","0","2"
"L'Oiseau de feu: Supplication de l'Oiseau de feu - 1910 version","['Igor Stravinsky', 'Columbia Symphony Orchestra']","315560","1948","1948","0.951","0.174","0.0482","0.899","0.278","-27.006","0.0388","86.688","0.0375","1","9","0","0","2"
"La Forza del Destino (1997 - Remaster), Act I: M'aiuti, signorina, piu presto andrem","['Giuseppe Verdi', 'Maria Callas', 'Rina Cavallari', 'Orchestra Del Teatro Alla Scala, Milano', 'Tullio Serafin', 'Orchestra Del Teatro Alla Scala Di Milan']","26693","1955","1955","0.919","0.449","0.0743","9.45e-06","0.656","-24.281","0.393","142.619","0.225","0","10","0","0","2"
"La novia de España","['Veronica Gonzalez Day']","128955","1945","1945","0.903","0.549","0.297","0.00011","0.28","-11.646","0.0313","154.865","0.642","1","7","0","0","2"
"Lafina (paradosiako)","['Rita Ampatzi']","207773","1/1/40","1940","0.942","0.298","0.333","0.00342","0.176","-10.732","0.0389","98.839","0.208","1","1","0","0","2"
"Le Roi des étoiles (Zvezdolikiy)","['Igor Stravinsky', 'CBC Symphony Orchestra']","257507","1948","1948","0.986","0.152","0.119","0.00618","0.299","-20.387","0.0365","88.879","0.0358","1","5","0","0","2"
"Le sacre du printemps: Part 1 ""Adoration of the Earth"", Dance of the Earth","['Igor Stravinsky', 'Columbia Symphony Orchestra']","74867","1948","1948","0.841","0.469","0.645","0.77","0.116","-14.649","0.0379","75.24","0.0505","0","10","0","0","2"
"Le sacre du printemps: Part 1 ""Adoration of the Earth"", The Wise Elder","['Igor Stravinsky', 'Columbia Symphony Orchestra']","25200","1948","1948","0.94","0.182","0.000884","0.993","0.082","-48.278","0.0604","118.462","0","1","10","0","0","2"
"Le sacre du printemps: Part 2 ""The Sacrifice"", Glorification of the Chosen One","['Igor Stravinsky', 'Columbia Symphony Orchestra']","96040","1948","1948","0.964","0.568","0.485","0.915","0.206","-14.776","0.122","132.514","0.243","1","1","0","0","2"
"Le sacre du printemps: Part 2 ""The Sacrifice"", Introduction","['Igor Stravinsky', 'Columbia Symphony Orchestra']","221400","1948","1948","0.941","0.125","0.0403","0.191","0.0906","-32.142","0.0389","97.421","0.05","0","0","0","0","2"
"Le sacre du printemps: Part 2 ""The Sacrifice"", Mystic Circles of the Young Girls","['Igor Stravinsky', 'Columbia Symphony Orchestra']","171560","1948","1948","0.986","0.0928","0.0339","0.728","0.226","-31.011","0.0397","78.961","0.0542","0","1","0","0","2"
"Le sacre du printemps: Part 2 ""The Sacrifice"", Ritual of the Ancients","['Igor Stravinsky', 'Columbia Symphony Orchestra']","199733","1948","1948","0.92","0.274","0.0243","0.94","0.121","-23.318","0.034","131.454","0.0724","0","0","0","0","2"
"Le sacre du printemps: Part 2 ""The Sacrifice"", The Summoning of the Ancients","['Igor Stravinsky', 'Columbia Symphony Orchestra']","42293","1948","1948","0.962","0.437","0.0998","0.902","0.0846","-19.075","0.0596","111.657","0.0677","1","10","0","0","2"
"Lehár: Das Land des Lächelns, Act 2: ""Im Namen unseres Wen-Sway-Jeh"" (Tschang, Chorus, Sou-Chong)","['Franz Lehár', 'Nicolai Gedda/Otakar Kraus/Philharmonia Orchestra/Philharmonia Chorus/Otto Ackermann', 'Otto Ackermann', 'Philharmonia Orchestra']","235360","1953","1953","0.984","0.26","0.185","0.216","0.511","-16.09","0.0365","97.156","0.125","1","7","0","0","2"
"Liability","['Lorde']","171750","6/12/20","2020","0.916","0.578","0.204","0","0.101","-12.363","0.134","81.708","0.351","0","10","1","0","2"
"Lieder ohne Worte: Élégie, Op. 85, No. 4","['Felix Mendelssohn', 'Vladimir Horowitz']","155107","1928","1928","0.996","0.315","0.0239","0.937","0.0902","-25.763","0.0427","68.05","0.136","1","2","0","0","2"
"Lieder ohne Worte: Spring Song, Op. 62, No. 6","['Felix Mendelssohn', 'Vladimir Horowitz']","136267","1928","1928","0.996","0.428","0.0188","0.944","0.0695","-28.288","0.0494","161.838","0.562","1","9","0","0","2"
"Lieder ohne Worte: The Shepherd's Complaint, Op. 67, No. 5","['Felix Mendelssohn', 'Vladimir Horowitz']","126133","1928","1928","0.996","0.461","0.00875","0.907","0.0966","-28.442","0.0474","128.92","0.123","1","11","0","0","2"
"Lolita ""Spanish Serenade""","['Arturo Buzzi-Peccia', 'Richard Tucker', 'Alfredo Antonini', 'Columbia Concert Orchestra']","175227","1950","1950","0.956","0.19","0.524","0.000155","0.525","-7.629","0.0432","63.005","0.402","0","9","0","0","2"
"Mah Lindy Lou - PD in","['Lily Strickland', 'Paul Robeson Jr.', 'Lawrence Brown', 'Columbia Concert Orchestra']","187933","1942","1942","0.967","0.318","0.183","0.00595","0.167","-15.035","0.0323","88.464","0.4","0","11","0","0","2"
"Marousana","['Rita Ampatzi']","192227","1/1/40","1940","0.967","0.613","0.28","0.00249","0.118","-9.802","0.0632","107.485","0.495","0","2","0","0","2"
"Martha: ""M'appari tutt'amor""","['Friedrich von Flotow', 'Richard Tucker', 'Emil Cooper']","176920","1949","1949","0.922","0.225","0.25","1.5e-06","0.56","-12.145","0.0374","98.509","0.157","1","5","0","0","2"
"May Breezes, No. 1","['Felix Mendelssohn', 'Vladimir Horowitz']","159267","1928","1928","0.98","0.313","0.0577","0.795","0.287","-24.767","0.0289","78.93","0.229","1","7","0","0","2"
"Mazurka in A-flat, Op. 17, No.3","['Frédéric Chopin', 'William Kapell']","267773","1945","1945","0.995","0.391","0.104","0.875","0.094","-23.336","0.0319","75.657","0.059","1","8","0","0","2"
"Mazurka in B-Flat Minor, Op. 24, No. 4","['Frédéric Chopin', 'Vladimir Horowitz']","267533","1928","1928","0.996","0.249","0.0905","0.926","0.0939","-17.755","0.0409","63.633","0.0791","0","10","0","0","2"
"Mazurka in C-Sharp Minor, Op. 30, No. 4","['Frédéric Chopin', 'Vladimir Horowitz']","216867","1928","1928","0.975","0.41","0.0923","0.0362","0.103","-23.43","0.0479","128.766","0.206","0","1","0","0","2"
"Mazurka in C-Sharp Minor, Op. 30, No. 4","['Frédéric Chopin', 'Vladimir Horowitz']","232000","1928","1928","0.993","0.48","0.0902","0.912","0.184","-17.007","0.0439","119.377","0.112","0","1","0","0","2"
"Mazurka in C, Op.33, No. 3","['Frédéric Chopin', 'William Kapell']","87693","1945","1945","0.995","0.348","0.0595","0.909","0.772","-27.645","0.04","75.526","0.149","1","7","0","0","2"
"Mazurka, Op. 6, No. 2 in C-Sharp Minor","['Frédéric Chopin', 'William Kapell']","137227","1945","1945","0.994","0.346","0.107","0.903","0.13","-18.982","0.0334","75.845","0.118","1","8","0","0","2"
"Mazurka, Op. 7, No. 2 in A Minor","['Frédéric Chopin', 'William Kapell']","191640","1945","1945","0.995","0.382","0.109","0.838","0.0901","-19.24","0.0413","92.414","0.0571","0","9","0","0","2"
"Mazurka, Op. posth in B-Flat","['Frédéric Chopin', 'William Kapell']","79267","1945","1945","0.985","0.398","0.145","0.905","0.158","-20.379","0.033","93.493","0.609","1","10","0","0","2"
"Mazurka, Op. posth. in A Minor ""Notre temps""","['Frédéric Chopin', 'William Kapell']","212733","1945","1945","0.995","0.372","0.0418","0.91","0.127","-22.321","0.0521","47.512","0.136","0","4","0","0","2"
"Mazurka, Op.17, No. 2 in E Minor","['Frédéric Chopin', 'William Kapell']","110973","1945","1945","0.991","0.328","0.184","0.9","0.255","-20.533","0.0302","75.003","0.144","0","4","0","0","2"
"Mazurka, Op.17, No. 4 in A Minor","['Frédéric Chopin', 'William Kapell']","259973","1945","1945","0.994","0.345","0.0514","0.911","0.0765","-23.188","0.034","99.38","0.0885","0","9","0","0","2"
